"tree_id","displayed_scientific_name","synonyms","family","displayed_common_name","alternative_common_names","generic_1","generic_2","memo","ethnobotanical_info","pacific_island","photolocations","display","landscape_application","landscape_use","native_range","california_native","ca_invasive","hi_native","invasive_text","height_low","height_high","width_low","width_high","growth_rate_low","growth_rate_high","foliage_type","tree_shape","litter_type","bark_color","bark_texture","branch_strength_low","branch_strength_high","leaf_form","leaf_arrangement","leaflet_shape","foliage_growth_color","foliage_fall_color","fruit_size","fruit_color","fruit_type","fruit_value","fruiting_time","flower_showiness","fragrance","flower_color","flower_time","flower_type","usda_zone","sunset_zone","salinity_tolerance","planting_area","soil_texture","saltspray_tolerance","exposure_low","exposure_high","soil_ph_low","soil_ph_high","pest_resistant","pest_susceptibility","disease_resistant","disease_susceptibility","root_damage_potential","health_hazard","attracts_wildlife","biogenic_emissions","deer_palatable","water_use","schoolyard","appraisal","app_lcant","app_grrating"
1157,"Prunus cerasifera 'Atropurpurea'","Prunus cerasifera 'Pisardii'","Rosaceae","PURPLE-LEAF CHERRY PLUM","JAPANESE PURPLE PLUM","PLUM",,"Produces a heavy crop of small red plums. Requires a moderate amount of water. Purple foliage all season. Hardy.","",0,"Hoyt Arboretum - Portland, OR, Los Angeles County Arboretum - Arcadia, CA, Strybing Arboretum - San Francisco, CA and Quail Botanical Gardens - Encinitas, CA",1,"Screen",,"Asia",0,0,0,"This plant is classified as potentially invasive in specific areas of California by the California Invasive Plant Council (&lt;a href=&quot;http://www.cal-ipc.org/&quot;&gt;Cal-IPC&lt;/a&gt;).",25,35,25,35,24,36,"0","Rounded,Vase","Wet Fruit,Flowers","Dark Brown","Fissured","3","3","Simple","Alternate","Ovate","Green",1,"Medium","Red","Drupe","Edible","Summer","Showy",1,"White","Spring",,"5,6,7,8,9","3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Aphids,Beetle Borers,Caterpillars,Scales",,"Armillaria,Root Rot,Rust,Sooty Mold","Low","None Known","Bees,Birds","",,"M",0,"Yes","24"" box","2"
1158,"Prunus cerasifera 'Krauter Vesuvius'",,"Rosaceae","KRAUTER VESUVIUS PLUM",,"PLUM",,"Little or no fruit is produced.","",0,"Finch Arboretum - Spokane, WA and Los Angeles County Arboretum - Arcadia, CA",1,"Screen",,"Asia",0,0,0,"This plant is classified as potentially invasive in specific areas of California by the California Invasive Plant Council (&lt;a href=&quot;http://www.cal-ipc.org/&quot;&gt;Cal-IPC&lt;/a&gt;).",20,25,15,15,24,24,"0","Rounded","Flowers","Dark Brown","Fissured","3","3","Simple","Alternate","Ovate","Bronze,Purple,Reddish",1,"Large","Purple","Drupe",,,"Showy",1,"Pink","Winter,Spring",,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Aphids,Beetle Borers,Caterpillars,Spider Mites",,"Armillaria,Root Rot,Rust,Sooty Mold","Low","None Known","Bees","",,"M",0,"Yes","24"" box","2"
1159,"Prunus cerasifera 'Mt. St. Helens'",,"Rosaceae","MT. ST. HELENS PURPLE-LEAF PLUM",,"PLUM",,"Little or no fruit is produced.","",0,"",0,"Screen",,"Asia",0,0,0,"This plant is classified as potentially invasive in specific areas of California by the California Invasive Plant Council (&lt;a href=&quot;http://www.cal-ipc.org/&quot;&gt;Cal-IPC&lt;/a&gt;).",20,20,20,20,36,36,"0","Rounded,Vase","Flowers","Dark Brown","Fissured","3","3","Simple","Alternate","Ovate","Bronze,Purple,Reddish",1,"Large","","Drupe",,"Summer","Showy",1,"Pink","Winter,Spring",,"5,6,7,8,9","3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22",,"2 to 4","Loam,Sand,Clay","Moderate",2,3,1,7,,"Aphids,Beetle Borers,Caterpillars,Spider Mites",,"Armillaria,Root Rot,Rust,Sooty Mold","Low","None Known","Bees,Birds","",,"M",0,,,
1160,"Prunus cerasifera 'Newport'",,"Rosaceae","NEWPORT PURPLE-LEAF PLUM","NEWPORT CHERRY PLUM","PLUM",,"Few fruits produced.","",0,"Misouri Botanical garden - St. Louis, MO and Hoyt Arboretum - Portland, OR",1,"Screen",,"Asia",0,0,0,"This plant is classified as potentially invasive in specific areas of California by the California Invasive Plant Council (&lt;a href=&quot;http://www.cal-ipc.org/&quot;&gt;Cal-IPC&lt;/a&gt;).",15,20,15,20,36,36,"0","Rounded,Vase","Wet Fruit,Flowers","Dark Brown","Fissured","3","3","Simple","Alternate","Ovate","Bronze,Purple,Reddish",1,"Large","Purple","Drupe",,"Summer","Showy",1,"Pink","Winter,Spring",,"4,5,6,7,8","2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22",,"2 to 4","Loam,Sand,Clay","Moderate",2,3,1,5,,"Aphids,Beetle Borers,Caterpillars,Spider Mites",,"Armillaria,Root Rot,Rust,Sooty Mold","Low","None Known","Bees,Birds","",,"M",0,,,
1161,"Prunus cerasifera 'Thundercloud'",,"Rosaceae","THUNDERCLOUD PURPLE-LEAF PLUM","THUNDERCLOUD CHERRY PLUM","PLUM",,"Produces considerable crop of red plums.","",0,"Los Angeles County Arboretum - Arcadia, CA, San Luis Obispo, CA, Finch Arboretum - Spokane, WA and Mendocino Botanical Garden - Fort Bragg, CA",1,"Screen",,"Asia",0,0,0,"This plant is classified as potentially invasive in specific areas of California by the California Invasive Plant Council (&lt;a href=&quot;http://www.cal-ipc.org/&quot;&gt;Cal-IPC&lt;/a&gt;).",20,20,20,20,24,24,"0","Rounded,Vase","Wet Fruit","Dark Brown","Fissured","3","3","Simple","Alternate","Ovate","Bronze,Purple,Reddish",1,"Large","Red","Drupe",,"Summer","Showy",1,"Pink,White","Spring",,"5,6,7,8,9","3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22",,"2 to 4","Loam,Sand,Clay","Moderate",3,3,1,7,,"Caterpillars",,"Armillaria,Root Rot,Rust,Sooty Mold","Low","None Known","Birds","",,"M",0,"Yes","24"" box","2"
1162,"Prunus cerasus",,"Rosaceae","SOUR CHERRY",,"CHERRY",,"Self-fertile tree. Fruit is used for pies and in cocktails. Can grow to 50 feet if left unpruned.","",0,"",0,"Screen",,"Europe and Asia",0,0,0,"",15,25,15,25,24,24,"1","Rounded,Vase","Wet Fruit","Mottled, Light Gray","Smooth,Striated","3","3","Simple","Alternate","Ovate","Dark Green",1,"Medium","Purple or Red","Drupe",,"Summer","Showy",1,"Pink,White","Spring","Has male and female reproductive parts in each flower (perfect)","4,5,6,7,8,9","1,2,3,5,6,7,8,9,10,11,14,15,16",,"4 to 7","Loam,Sand,Clay","Low",3,3,1,5,,"Aphids,Beetle Borers,Scales",,"Armillaria,Root Rot,Rust,Sooty Mold","Low","None Known","Birds","",,"M",0,"Yes","24"" box","2"
1163,"Prunus domestica",,"Rosaceae","EUROPEAN PLUM","EUROPEAN PRUNE","PLUM",,"Requires annual pruning for quality fruit. Favorable plant climate zones depends on varieties; Check with local nurseries.","",0,"Lotusland - Santa Barbara, CA",1,"Screen",,"Europe",0,0,0,"",10,15,10,15,24,24,"1","Rounded","Dry Fruit,Wet Fruit","Dark Brown","Fissured","2","2","Simple","Alternate","Obovate","Dark Green",1,"Medium","Black, Yellow or Mostly Green","Drupe","Edible","Summer","Showy",1,"White","Spring","Has male and female reproductive parts in each flower (perfect)",,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23",,"2 to 4","Loam,Sand,Clay","Moderate",3,3,1,7,,"Aphids,Beetle Borers,Caterpillars,Spider Mites",,"Armillaria,Anthracnose,Fire Blight,Brown Rot","Low","Allergy","Bees,Birds,Butterflies","Low",1,"M",0,"Yes","24"" box","2"
1164,"Prunus ilicifolia",,"Rosaceae","HOLLYLEAF CHERRY",,"CHERRY",,"Prunus ilicifolia, native to California, is a shrub that stands out due to its distinctive characteristics. Its leaves are typically oval-shaped and have a deep green color, which imparts a natural beauty to its overall appearance. During its flowering season, it produces small, inconspicuous blossoms, typically white or pink in color. These flowers are important for its reproductive process and serve as a modest attraction for pollinators. The plant's fruits, however, are more prominent, resembling small cherries and providing a food source for local wildlife. Prunus ilicifolia is well-suited to the unique ecological conditions of California, making it a significant component of the region's flora.","",0,"Nipomo, CA, UC Davis Arboretum - Davis, CA, UC Berkeley Botanic Garden - Berkeley, CA, Quail Botanic Garden - Encinitas, CA and Tilden Regional Parks Botanic Garden - Berkeley, CA",1,"Screen","Hedged","California",1,0,0,"",10,30,10,25,24,24,"3","Rounded","Wet Fruit","Light Green or Light Gray","Smooth","3","3","Simple","Alternate","Spear-shaped","Dark Green",0,"Medium","Purple or Red","Drupe","Edible","Summer","Showy",0,"Cream,White","Spring",,"9,10","5,6,7,8,9,12,13,14,15,16,17,18,19,20,21,22,23,24","Moderate Inland","4 to 7","Loam,Sand,Clay","High",2,3,1,7,,"White Flies,Aphids,Caterpillars",,"Armillaria,Root Rot,Rust,Sooty Mold","Low","Allergy","Birds","Low",1,"L",0,"Yes","24"" box","2"
1165,"Prunus laurocerasus",,"Rosaceae","ENGLISH LAUREL","CHERRY LAUREL,COMMON LAUREL","LAUREL",,"Smog tolerant. Often used as a tall hedge.","",0,"Sacramento State University - Sacramento, CA, Strybing Arboretum - San Francisco, CA, Mendocino Coast Botanical Gardens - Fort Bragg, CA, Stanford, CA, The National Arboretum - Washington, DC and Los Angeles County Arboretum - Arcadia, CA",1,"Screen","Hedged","Southeastern Europe and Southwestern Asia",0,0,0,"",25,30,25,30,36,36,"3","Rounded","Dry Fruit","Dark Gray","Smooth","3","3","Simple","Alternate","Oblong","Dark Green",0,"Medium","Black","Drupe",,"Fall,Summer","Showy",1,"Cream,White","Summer","Has male and female reproductive parts in each flower (perfect)","6,7,8,9","4,5,6,7,8,9,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,5,,"Scales",,"Anthracnose,Armillaria,Phytophthora,Root Rot","Low","None Known","Birds","",,"H",0,,,
1166,"Prunus lusitanica",,"Rosaceae","PORTUGAL LAUREL","PORTUGESE CHERRY LAUREL","LAUREL",,"Drought and smog tolerant. Used as a tall hedge or screen. From Spain and Portugal.","",0,"Los Angeles, CA, Pasadena, CA and Stanford, CA",1,"Screen","Hedged","Mediterranean",0,0,0,"",30,30,30,30,24,24,"3","Rounded","Dry Fruit","Dark Gray","Smooth","3","3","Simple","Alternate","Ovate","Dark Green",0,"Small","Purple or Red","Drupe",,"Fall,Summer","Showy",1,"Cream,White","Spring,Summer","Has male and female reproductive parts in each flower (perfect)","7,8,9","4,5,6,7,8,9,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Scales",,"Armillaria,Root Rot,Verticillium","Low","None Known","Bees,Birds","Low",,"M",0,"Yes","24"" box","2"
1167,"Prunus ilicifolia subsp. lyonii","Prunus lyonii,Laurocerasus lyonii","Rosaceae","CATALINA CHERRY",,"CHERRY",,"Shrub or small tree. Resistant to oak root fungus.","",0,"Cal Poly State University - San Luis Obispo, CA, UC Davis Arboretum - Davis, CA, San Diego Botanic Garden - Encinitas, CA, Tilden Regional Parks Botanical Garden - Berkeley, CA, Los Angeles County Arboretum - Arcadia, CA and Santa Barbara Botanic Garden - Santa Barbara, CA",1,"Screen","Hedged","California Channel Islands",1,0,0,"",25,40,20,30,24,24,"3","Rounded","Wet Fruit","Dark Brown","Fissured","3","3","Simple","Alternate","Spear-shaped","Dark Green",0,"Medium","Black","Drupe",,"Winter,Summer","Showy",0,"Cream,White","Spring",,"9,10","5,6,7,8,9,12,13,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","High",2,3,1,5,,,,"Root Rot,Rust,Verticillium,Virus","Low","None Known","Birds","Low",1,"L",0,"Yes","24"" box","2"
1168,"Prunus maackii","Padus maackii","Rosaceae","AMUR CHOKECHERRY","MANCHURIAN CHERRY","CHERRY",,"Very hardy. Attracts birds.","",0,"The Morton Arboretum - Lisle, IL, The National Arboretum - Washington, DC and Arnold Arboretum - Boston, MA",1,"Screen",,"Korea",0,0,0,"",30,30,25,25,24,24,"1","Rounded","Dry Fruit","Striking, Bronze, Light Gray, Dark Gray or Light Green","Exfoliating,Furrowed","3","3","Simple","Alternate","Ovate","Green",1,"Small","Black","Drupe",,"Summer","Showy",0,"White","Spring",,"3,4,5,6,7","1,2,3,4,5,6,7,10",,"4 to 7","Loam,Sand,Clay","Low",2,3,1,5,,,,"Armillaria,Root Rot,Rust,Verticillium","Moderate","None Known","Birds","",,"M",0,,,
1169,"Prunus mexicana",,"Rosaceae","MEXICAN PLUM","BIGTREE PLUM,FALL PLUM","PLUM",,"Branches dont droop and resist breakage.","",0,"Dallas Arboretum - Dallas, TX",1,"Specimen,Buffer Strip,Container",,"United States",0,0,0,"",25,30,20,25,12,12,"1","Rounded","Leaves,Fruit","",,,,"Simple","Alternate","Elliptic","Green",1,"Large","Red or Purple","Drupe","Edible","Spring,Summer","Showy",1,"White","Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8",,,"4 to 7","Loam,Sand,Clay","",3,3,2,6,,,,"Armillaria","Low",,"Birds","",,"M",0,,,
1170,"Prunus mume","Armeniaca mume var. mume","Rosaceae","JAPANESE FLOWERING APRICOT","JAPANESE FLOWERING PLUM","APRICOT",,"Can be used as a bonsai plant. W.B. Clarke variety has weeping form and showy pink flowers.","",0,"River Banks Botanical Garden - Columbia, SC, The National Arboretum - Washington, DC and Huntington Botanical Gardens - San Marino, CA",1,"Screen","Bonsai","Asia",0,0,0,"",30,30,30,30,24,24,"1","Rounded","Dry Fruit","Light Green or Light Gray","Smooth","3","3","Simple","Alternate","Ovate","Green",1,"Small","Yellow","Drupe",,,"Showy",1,"Pink","Winter,Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8","3,7,8,9,12,13,14,15,16,17,18,19,20,21,22",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,7,,,,"Armillaria,Root Rot,Rust,Verticillium","Low","None Known","Birds","",,"M",0,"Yes","24"" box","1"
1171,"Prunus mume 'Dawn'",,"Rosaceae","DAWN FLOWERING APRICOT","DAWN JAPANESE APRICOT","APRICOT",,"Produces double pink flowers.","",0,"",0,"Screen","Bonsai","Asia",0,0,0,"",25,25,25,25,24,24,"1","Rounded","Dry Fruit","Dark Gray, Light Gray or Light Green","Smooth","3","3","Simple","Alternate","Ovate","Green",1,"Small","Yellow","Drupe",,"Spring,Summer","Showy",1,"Pink","Winter,Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8","3,7,8,9,12,13,14,15,16,17,18,19,20,21,22",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,7,,,,"Armillaria,Root Rot,Rust,Verticillium","Low","None Known","Birds","",,"M",0,,,
1172,"Prunus padus","Padus avium var. avium","Rosaceae","EUROPEAN BIRD CHERRY","MAYDAY TREE","CHERRY",,"Hardy.","",0,"Misouri Botanical Garden - St. Louis, MO and Hoyt Arboretum - Portland, OR",1,"Screen",,"Northern Europe and Northern Asia",0,0,0,"",15,20,15,20,24,36,"1","Rounded","Dry Fruit","Black or Dark Gray","Exfoliating,Smooth","3","3","Simple","Alternate","Elliptic","Dark Green",1,"Small","Black","Drupe",,"Winter,Summer","Showy",1,"White","Spring",,"4,5,6,7,8","1,2,3,4,5,6,7,10",,"2 to 4","Loam,Sand,Clay","Low",2,3,1,7,,,,"Armillaria,Root Rot,Rust,Verticillium","Low","None Known","Bees,Birds","",,"M",0,"Yes","24"" box","—"
1173,"Prunus persica",,"Rosaceae","PEACH","NECTARINE","PEACH",,"Heavy annual pruning necessary for quality fruit. Select low-chilling varieties for zone 17.","",0,"Longwood Gardens - Kennette Square, PA, Lotusland - Santa Barbara, CA and Quail Arboretum - Encinitas, CA",1,"Screen","Espalier","China",0,0,0,"",25,25,25,25,36,36,"1","Rounded,Vase","Wet Fruit","Light Green","Scaly","2","2","Simple","Alternate","Spear-shaped","Dark Green",1,"Very Large","Orange, Red, Yellow or Mostly Green","Drupe","Edible","Spring,Summer","Showy",0,"Pink,Rose,White","Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8,9","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",,"4 to 7","Loam,Sand,Clay","Low",3,3,1,7,,"Aphids,Beetle Borers,Husk Fly,Scales",,"Brown Rot,Canker,Chlorosis,Crown Rot","Low","None Known","Bees,Birds,Squirrels","",,"M",0,"Yes","24"" box","—"
1174,"Prunus persica 'Helen Borcher'",,"Rosaceae","HELEN BORCHER FLOWERING PEACH",,"PEACH",,"Early blossoms subject to frost damage. Cross pollination usually necessary for fruiting. Annual pruning necessary for quality fruit. Heavy thinning is needed for sizeable fruit.","",0,"Huntington Botanical Gardens - San Marino, CA and Balboa Park - San Diego, CA",1,"Screen","Espalier","China",0,0,0,"",25,25,25,25,36,36,"1","Rounded,Vase",,"Light Green",,"2","2","Simple","Alternate","Spear-shaped","Dark Green",0,"","","Drupe",,"Summer","Showy",0,"Pink","Spring,Summer",,"6,7,8,9","3,4,5,6,7,8,9,12,14,15,16,17,18,19,20,21,22",,"4 to 7","Loam,Sand,Clay","Moderate",2,3,1,7,,"Aphids,Beetle Borers,Scales",,"Canker,Chlorosis,Crown Rot,Armillaria","Low","None Known","Bees","",,"M",0,,,
1175,"Prunus salicina",,"Rosaceae","JAPANESE PLUM",,"PLUM",,"Heavy thinning is needed for sizeable fruit. They are mostly eaten as fresh fruit. Variety Methley is resistant to oak root fungus.","",0,"The National Arboretum - Washington, DC and Lotusland - Santa Barbara, CA",1,"Screen",,"China",0,0,0,"",20,30,15,20,36,36,"1","Rounded","Wet Fruit","Dark Gray","Fissured","3","3","Simple","Alternate","Ovate","Dark Green",1,"Large to Very Large","Purple, Red, Yellow or Mostly Green","Drupe","Edible","Spring,Summer","Showy",0,"White","Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8,9,10","7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23",,"4 to 7","Loam,Sand,Clay","Moderate",3,3,1,7,,"Aphids,Beetle Borers,Scales,Spider Mites",,"Armillaria,Anthracnose,Brown Rot,Powdery Mildew","Low","None Known","Bees,Birds,Squirrels","",1,"M",1,"Yes","24"" box","—"
1176,"Prunus sargentii","Cerasus sargentii","Rosaceae","SARGENT CHERRY",,"CHERRY",,"A timber species used for furniture and picture frames. One of the largest species of flowering cherries.","",0,"The Morton Arboretum - Lisle, IL, Los Angeles County Arboretum - Arcadia, CA, Hoyt Arboretum - Portland, OR and Arnold Arboretum - Boston, MA",1,,,"Japan, Korea, and Sakhalin",0,0,0,"",20,40,25,40,24,24,"1","Conical,Rounded","Dry Fruit","Mottled, Dark Gray, Light Gray or Red Brown","Rough,Smooth","3","3","Simple","Alternate","Elliptic","Green",1,"Small","Purple, Red or Black","Drupe",,"Fall,Winter,Summer","Showy",0,"Pink","Spring,Summer",,"5,6,7,8","1,2,3,4,5,6,7,14,15,16,17",,"4 to 7","Loam,Sand,Clay","Moderate",3,3,1,5,,"Caterpillars",,"Armillaria,Phytophthora,Root Rot,Rust","Low","None Known","Bees,Birds","",1,"M",0,"Yes","24"" box","2"
1177,"Prunus sargentii 'Columnaris'","Cerasus sargentii 'Columnaris'","Rosaceae","COLUMNAR SARGENT CHERRY",,"CHERRY",,"Branches Dont Droop, Brances Susceptible to Breakage.","",0,"Arnold Arboretum - Boston, MA and The National Arboretum - Washington, DC",1,"Buffer Strip,Street Tree","Bonsai","Japan, Korea, and Sakhalin",0,0,0,"",25,35,15,20,12,36,"1","Columnar,Vase",,"Gray","Rough,Smooth",,,"Simple","Alternate","Elliptic","Green",1,"Small","Purple, Red or Black","Drupe","Wildlife use it","Spring,Summer","Showy",0,"Pink","Spring",,"5,6,7,8","1,2,3,4,5,6,7,14,15,16,17","Moderate Inland","4 to 7","Loam,Sand,Clay","Moderate",3,3,2,2,,"Caterpillars,Aphids,Borer,Scales",,"Armillaria","Low",,"Birds","",,"M",0,,,
1178,"Prunus serotina",,"Rosaceae","BLACK CHERRY","RUM CHERRY","CHERRY",,"Fruit used for making cherry brandy. Wood used for furniture. Tree is used as a rootstock for cherries. Prunus serotina salicifolia is resistant to oak root fungus. All parts of this tree, except for fruit without the seed, contain a chemical that is poisonous.","",0,"Hoyt Arboretum - Portland, OR, Sacramento State University - Sacramento, CA, Louisiana State Arboretum - Ville Platte, LA, Hoyt Arboretum - Portland, OR, The National Arboretum - Washington, DC and Arnold Arboretum - Boston, MA",1,"Screen",,"Eastern North America",0,0,0,"",50,60,25,30,24,36,"1","Rounded","Wet Fruit,Flowers","Dark Brown, Red Brown, Dark Gray or Light Gray","Furrowed,Scaly","5","5","Simple","Alternate","Oval","Dark Green",1,"Small","Black or Purple","Drupe","Wildlife use it","Summer","Showy",1,"White","Spring","Has male and female reproductive parts in each flower (perfect)","4,5,6,7,8","2,6,7,14,15",,">7","Loam,Sand,Clay","Low",2,3,1,4,,"Caterpillars",,"Armillaria,Canker,Crown Rot,Powdery Mildew","Moderate","Poisonous","Birds","Low",1,"M",0,"Yes","24"" box","2"
1179,"Prunus serrula","Cerasus serrula","Rosaceae","BIRCH BARK CHERRY","PAPERBARK CHERRY,ORNAMENTAL CHERRY","CHERRY",,"Provide drainage in clay soils by planting on slopes or in raised beds. Has glossy, mahogany colored ornamental bark.","",0,"Strybing Arboretum - San Francisco, CA and Hoyt Arboretum - Portland, OR",1,"Screen",,"Japan, China, and Korea",0,0,0,"",30,30,30,30,24,24,"1","Rounded","Wet Fruit,Flowers","Striking Red Brown","Exfoliating,Smooth","3","3","Simple","Alternate","Spear-shaped","Green",1,"Small","Red","Drupe",,"Winter,Summer","Showy",0,"White","Spring","Has male and female reproductive parts in each flower (perfect)","6,7,8","2,3,4,5,6,7,14,15,16",,"4 to 7","Loam,Sand,Clay","Low",2,3,1,5,,"Caterpillars",,"Canker,Crown Rot,Armillaria,Phytophthora","Low","None Known","Bees,Birds","",1,"M",0,,,
